card, label
https://cards.scryfall.io/normal/front/2/2/225773f9-1843-4ee0-8564-8e4a5dfef775.jpg?1643593324,0
https://images.ygoprodeck.com/images/cards/94804055.jpg,1
https://images.ygoprodeck.com/images/cards/87210505.jpg,1
https://images.pokemontcg.io/sm2/83_hires.png,2
https://images.pokemontcg.io/gym2/131_hires.png,2
https://images.ygoprodeck.com/images/cards/81846636.jpg,1
https://images.ygoprodeck.com/images/cards/5206415.jpg,1
https://images.ygoprodeck.com/images/cards/85893201.jpg,1
https://images.ygoprodeck.com/images/cards/87685879.jpg,1
https://images.ygoprodeck.com/images/cards/3405259.jpg,1
https://cards.scryfall.io/normal/front/8/e/8e946dda-65db-4a01-8abd-9a92e8e3eddd.jpg?1562275013,0
https://cards.scryfall.io/normal/front/6/9/69b822aa-4144-400a-b993-f146cbeed54f.jpg?1598917730,0
https://cards.scryfall.io/normal/front/a/9/a9baef1e-09da-4afa-9464-ee113c12fede.jpg?1591311030,0
https://images.ygoprodeck.com/images/cards/27288416.jpg,1
https://cards.scryfall.io/normal/front/5/6/56caba21-b773-4245-b3f8-3ae62725c14f.jpg?1592518048,0
https://images.ygoprodeck.com/images/cards/35569555.jpg,1
https://images.pokemontcg.io/pl3/81_hires.png,2
https://images.pokemontcg.io/bw8/30_hires.png,2
https://images.ygoprodeck.com/images/cards/95493471.jpg,1
https://images.ygoprodeck.com/images/cards/49306994.jpg,1
https://images.ygoprodeck.com/images/cards/98649372.jpg,1
https://cards.scryfall.io/normal/front/9/7/972040b8-1033-4c5a-8c3b-369b942fc594.jpg?1675651022,0
https://cards.scryfall.io/normal/front/2/5/252c92b2-be78-4f1b-8eb9-a7993bcfe079.jpg?1681087925,0
https://cards.scryfall.io/normal/front/b/c/bc836203-4bb9-4bfa-89ab-0ad49f916c92.jpg?1537149812,0
https://cards.scryfall.io/normal/front/9/9/99f2073e-7d74-4d22-bb41-d2feee45dc82.jpg?1573508955,0
https://images.pokemontcg.io/xy10/59_hires.png,2
https://images.pokemontcg.io/sm5/99_hires.png,2
https://cards.scryfall.io/normal/front/c/3/c348d137-4774-41d7-8b4d-d383c816ae2a.jpg?1589483408,0
https://cards.scryfall.io/normal/front/5/c/5c8a8dbb-cba7-4e1d-8888-73ab6f4aff07.jpg?1547517549,0
https://images.pokemontcg.io/swsh12/196_hires.png,2
https://images.ygoprodeck.com/images/cards/17691568.jpg,1
https://images.pokemontcg.io/sm10/39_hires.png,2
https://images.ygoprodeck.com/images/cards/26708437.jpg,1
https://images.ygoprodeck.com/images/cards/19544412.jpg,1
https://images.ygoprodeck.com/images/cards/69155991.jpg,1
https://images.pokemontcg.io/swsh10/89_hires.png,2
https://cards.scryfall.io/normal/front/3/a/3a9fb2db-228f-4d48-acdf-6330baf356c7.jpg?1591227996,0
https://images.ygoprodeck.com/images/cards/27068117.jpg,1
https://cards.scryfall.io/normal/front/f/0/f00f27a7-9e92-4fbf-baa8-f47a5eee48a6.jpg?1576380863,0
https://images.pokemontcg.io/bw9/94_hires.png,2
https://images.pokemontcg.io/ex10/L_hires.png,2
https://images.ygoprodeck.com/images/cards/10602628.jpg,1
https://images.ygoprodeck.com/images/cards/65195959.jpg,1
https://images.ygoprodeck.com/images/cards/15103313.jpg,1
https://images.ygoprodeck.com/images/cards/57246528.jpg,1
https://cards.scryfall.io/normal/front/d/d/dd257a12-1003-453d-8eb0-ac0faa71cba9.jpg?1687887548,0
https://cards.scryfall.io/normal/front/9/9/99074b05-f252-4626-a96a-6bc286e8d03a.jpg?1674097206,0
https://cards.scryfall.io/normal/front/4/9/49e241a0-a027-494b-8187-6ecb006d1d33.jpg?1562877293,0
https://cards.scryfall.io/normal/front/c/3/c310df89-d894-40ab-ae34-7d0bfd19a1af.jpg?1572893141,0
https://images.ygoprodeck.com/images/cards/97342942.jpg,1
https://images.ygoprodeck.com/images/cards/12883044.jpg,1
https://cards.scryfall.io/normal/front/f/d/fd202cee-7452-4d48-8b96-77b653c689d8.jpg?1562427241,0
https://cards.scryfall.io/normal/front/4/f/4f736760-60d5-412d-9877-753eb7b5f926.jpg?1562702055,0
https://images.pokemontcg.io/sm11/72_hires.png,2
https://cards.scryfall.io/normal/front/a/b/ab053d73-31a9-4e70-9310-4e250862ad6b.jpg?1562935367,0
https://cards.scryfall.io/normal/front/d/c/dc479ea0-7c38-49ae-9dc6-1c85183fe6c8.jpg?1673914052,0
https://images.ygoprodeck.com/images/cards/56049970.jpg,1
https://images.ygoprodeck.com/images/cards/28121403.jpg,1
https://images.ygoprodeck.com/images/cards/4055337.jpg,1
https://images.pokemontcg.io/cel25c/15_A_hires.png,2
https://images.ygoprodeck.com/images/cards/55761792.jpg,1
https://images.pokemontcg.io/swsh10/205_hires.png,2
https://images.pokemontcg.io/ex15/100_hires.png,2
https://images.pokemontcg.io/swsh1/175_hires.png,2
https://images.pokemontcg.io/sv2/17_hires.png,2
https://images.ygoprodeck.com/images/cards/54351224.jpg,1
https://images.ygoprodeck.com/images/cards/25377819.jpg,1
https://cards.scryfall.io/normal/front/a/9/a94cfc94-08cd-406b-8e58-0a69ea0e312f.jpg?1562497259,0
https://cards.scryfall.io/normal/front/d/c/dce44980-0540-4b31-9a81-35357a4382fa.jpg?1588114601,0
https://cards.scryfall.io/normal/front/6/4/64ba431f-567a-4cd8-97f0-336ea38f87e6.jpg?1578117359,0
https://cards.scryfall.io/normal/front/3/c/3c1debc4-0b12-4848-b551-90680ab8c0ab.jpg?1572489176,0
https://images.ygoprodeck.com/images/cards/67630339.jpg,1
https://images.ygoprodeck.com/images/cards/75326861.jpg,1
https://images.ygoprodeck.com/images/cards/91107093.jpg,1
https://images.pokemontcg.io/ex11/99_hires.png,2
https://images.ygoprodeck.com/images/cards/28493337.jpg,1
https://images.pokemontcg.io/base5/64_hires.png,2
https://images.ygoprodeck.com/images/cards/64319467.jpg,1
https://cards.scryfall.io/normal/front/d/4/d46accc8-b926-4443-bc12-dfd5870b2d2e.jpg?1562770615,0
https://images.pokemontcg.io/swsh35/60_hires.png,2
https://images.ygoprodeck.com/images/cards/93356623.jpg,1
https://cards.scryfall.io/normal/front/f/1/f18f2608-0d44-442c-97a1-12ac94b7abac.jpg?1604192639,0
https://cards.scryfall.io/normal/front/8/2/8239e492-0946-4278-add2-9bc6a8b3661d.jpg?1675830186,0
https://images.pokemontcg.io/swsh5/48_hires.png,2
https://images.ygoprodeck.com/images/cards/49565413.jpg,1
https://images.ygoprodeck.com/images/cards/28990150.jpg,1
https://images.pokemontcg.io/sm2/40_hires.png,2
https://images.ygoprodeck.com/images/cards/35394356.jpg,1
https://images.ygoprodeck.com/images/cards/33878931.jpg,1
https://cards.scryfall.io/normal/front/3/f/3f72315b-4c5c-45c2-a5af-30fcfe28bb95.jpg?1557433459,0
https://images.ygoprodeck.com/images/cards/58270977.jpg,1
https://cards.scryfall.io/normal/front/c/9/c9c63bd8-3db2-4169-bcf7-f1a291dd5a17.jpg?1562133489,0
https://cards.scryfall.io/normal/front/0/c/0ce89a0b-d0e4-4c71-b131-0d3b0b76bc3b.jpg?1592516003,0
https://cards.scryfall.io/normal/front/4/4/4490ce65-c73a-4809-abd1-ccc3175bd2a4.jpg?1562829311,0
https://cards.scryfall.io/normal/front/e/2/e26eb193-5eee-4691-b3f3-c28cd60dfe2e.jpg?1673163508,0
https://images.pokemontcg.io/ex9/104_hires.png,2
https://images.ygoprodeck.com/images/cards/17688543.jpg,1
https://images.ygoprodeck.com/images/cards/300205002.jpg,1
https://cards.scryfall.io/normal/front/8/9/8930f9a8-8a86-4fa5-ad94-1459025e8785.jpg?1593813741,0
https://images.pokemontcg.io/xy5/151_hires.png,2
https://images.ygoprodeck.com/images/cards/71578874.jpg,1
https://cards.scryfall.io/normal/front/6/4/645e668c-188a-4474-9bbf-d76fc27e67ca.jpg?1659481920,0
https://images.ygoprodeck.com/images/cards/47021196.jpg,1
https://images.ygoprodeck.com/images/cards/72566043.jpg,1
https://images.ygoprodeck.com/images/cards/68543408.jpg,1
https://cards.scryfall.io/normal/front/c/5/c5fce146-ac20-4fc2-ba5a-ab135c323d55.jpg?1562531029,0
https://images.ygoprodeck.com/images/cards/6367785.jpg,1
https://images.ygoprodeck.com/images/cards/89771220.jpg,1
https://images.ygoprodeck.com/images/cards/74860293.jpg,1
https://images.pokemontcg.io/xy1/91_hires.png,2
https://images.ygoprodeck.com/images/cards/10805153.jpg,1
https://cards.scryfall.io/normal/front/d/5/d5f097cf-a032-45ff-bc0b-7d3625f05c1c.jpg?1682201363,0
https://images.pokemontcg.io/xy5/58_hires.png,2
https://cards.scryfall.io/normal/front/b/6/b6e3d6e6-ac17-4d73-acac-089442de4af6.jpg?1593273866,0
https://images.ygoprodeck.com/images/cards/37812118.jpg,1
https://images.pokemontcg.io/ex2/93_hires.png,2
https://images.ygoprodeck.com/images/cards/26237713.jpg,1
https://cards.scryfall.io/normal/front/3/e/3e612763-6611-40e7-ab47-3161f8275b9d.jpg?1626102607,0
https://cards.scryfall.io/normal/front/b/6/b60b4f2e-ff47-4762-a803-30e81b665c09.jpg?1686970272,0
https://cards.scryfall.io/normal/front/4/a/4ae26205-e572-49a5-a9d6-c4e2acd47748.jpg?1682598864,0
https://cards.scryfall.io/normal/front/4/e/4ef0d7f9-ddb9-4e83-a9bf-09bec22fc80d.jpg?1562429365,0
https://images.ygoprodeck.com/images/cards/36468556.jpg,1
https://cards.scryfall.io/normal/front/5/d/5ddb9e94-a565-44d0-bf27-69d159c8ef9f.jpg?1677245640,0
https://cards.scryfall.io/normal/front/a/f/af9bb6a5-76e8-4490-895b-287d7db11449.jpg?1673918838,0
https://cards.scryfall.io/normal/front/f/f/ff80f5bc-7cf6-498c-93c7-144999a34fc1.jpg?1562549385,0
https://images.ygoprodeck.com/images/cards/2783661.jpg,1
https://cards.scryfall.io/normal/front/4/4/4403436b-2605-495b-ab08-9a2001cc7f8b.jpg?1562261573,0
https://images.pokemontcg.io/base5/45_hires.png,2
https://cards.scryfall.io/normal/front/c/7/c70a702a-c9be-4bee-9087-22b5905f783a.jpg?1562793016,0
https://images.ygoprodeck.com/images/cards/9780364.jpg,1
https://images.ygoprodeck.com/images/cards/45450218.jpg,1
https://images.pokemontcg.io/bwp/BW02_hires.png,2
https://cards.scryfall.io/normal/front/9/0/90dc4122-4f7a-4d9f-8427-de36e3e8a913.jpg?1677542066,0
https://cards.scryfall.io/normal/front/f/5/f5fd8668-900c-48d1-aac3-8355cfc0bb74.jpg?1562426239,0
https://images.pokemontcg.io/swsh2/164_hires.png,2
https://cards.scryfall.io/normal/front/c/1/c12529e4-f4b1-45be-8252-28783badbec5.jpg?1562935844,0
https://images.ygoprodeck.com/images/cards/33665663.jpg,1
https://cards.scryfall.io/normal/front/a/7/a7626f4e-aab7-40b9-8f26-e033ba10112f.jpg?1674059217,0
https://images.ygoprodeck.com/images/cards/11366199.jpg,1
https://images.pokemontcg.io/pl1/99_hires.png,2
https://images.ygoprodeck.com/images/cards/55049722.jpg,1
https://images.pokemontcg.io/ex13/72_hires.png,2
https://images.pokemontcg.io/pl2/12_hires.png,2
https://cards.scryfall.io/normal/front/1/d/1d7acd9e-134c-42b6-b24a-678c760dc9de.jpg?1559591931,0
https://images.ygoprodeck.com/images/cards/37057743.jpg,1
https://cards.scryfall.io/normal/front/2/b/2bc350c9-0c1e-40a1-bb08-1b2e1f37320e.jpg?1562702520,0
https://images.pokemontcg.io/xy1/94_hires.png,2
https://images.pokemontcg.io/ex9/81_hires.png,2
https://cards.scryfall.io/normal/front/d/7/d76a975d-61d6-4a1f-ae39-528f3648c355.jpg?1573513238,0
https://cards.scryfall.io/normal/front/0/4/04833fcc-cef7-4152-8191-c552288c83e4.jpg?1604202462,0
https://cards.scryfall.io/normal/front/3/d/3db39e3b-fad4-4c9b-911f-69883ac7e0e1.jpg?1676452625,0
https://images.ygoprodeck.com/images/cards/66853752.jpg,1
https://cards.scryfall.io/normal/front/5/e/5ee893d8-4648-4237-8c62-c0a6f3f01816.jpg?1562842167,0
https://images.ygoprodeck.com/images/cards/75646173.jpg,1
https://images.ygoprodeck.com/images/cards/17626381.jpg,1
https://images.pokemontcg.io/xy4/112_hires.png,2
https://images.ygoprodeck.com/images/cards/6353603.jpg,1
https://images.ygoprodeck.com/images/cards/95664204.jpg,1
https://images.pokemontcg.io/sv1/135_hires.png,2
https://images.ygoprodeck.com/images/cards/58549532.jpg,1
https://images.pokemontcg.io/pl2/37_hires.png,2
https://images.ygoprodeck.com/images/cards/85763457.jpg,1
https://images.ygoprodeck.com/images/cards/60406591.jpg,1
https://images.ygoprodeck.com/images/cards/48832775.jpg,1
https://cards.scryfall.io/normal/front/f/0/f0668413-859d-4ec4-a4d8-17ec7f5b1b8b.jpg?1634348844,0
https://images.ygoprodeck.com/images/cards/49678559.jpg,1
https://images.ygoprodeck.com/images/cards/73915053.jpg,1
https://images.ygoprodeck.com/images/cards/90020780.jpg,1
https://cards.scryfall.io/normal/front/c/c/cc49d724-b46d-449b-bd2b-03551e130a06.jpg?1559601323,0
https://cards.scryfall.io/normal/front/0/e/0e80f154-9409-40fa-a564-6fc296498d80.jpg?1592710041,0
https://images.ygoprodeck.com/images/cards/9287078.jpg,1
https://cards.scryfall.io/normal/front/e/b/eb5ec97a-6816-4ca9-aa92-88da9f643c68.jpg?1674059632,0
https://cards.scryfall.io/normal/front/8/d/8dbda146-ed0a-4bf6-b99d-dc6d59bd9447.jpg?1624811917,0
https://cards.scryfall.io/normal/front/4/1/4138b66d-cf18-42a5-8522-241bd3969624.jpg?1627704694,0
https://images.ygoprodeck.com/images/cards/84125619.jpg,1
https://images.pokemontcg.io/sm9/173_hires.png,2
https://images.pokemontcg.io/swsh5/92_hires.png,2
https://cards.scryfall.io/normal/front/8/e/8e37fae5-ddd0-4e16-8581-71579f89d9c5.jpg?1675199986,0
https://images.pokemontcg.io/xy12/97_hires.png,2
https://images.pokemontcg.io/smp/SM222_hires.png,2
https://cards.scryfall.io/normal/front/4/0/40eb76b3-b527-4ed8-8ce3-d3de48562b6e.jpg?1593092666,0
https://cards.scryfall.io/normal/front/f/4/f4c99269-f730-4d33-bbce-9e855e9ad0fc.jpg?1562944260,0
https://images.pokemontcg.io/swsh4/29_hires.png,2
https://images.pokemontcg.io/ecard3/131_hires.png,2
https://images.ygoprodeck.com/images/cards/82105704.jpg,1
https://images.ygoprodeck.com/images/cards/50810455.jpg,1
https://images.pokemontcg.io/xy10/16_hires.png,2
https://images.pokemontcg.io/swshp/SWSH061_hires.png,2
https://cards.scryfall.io/normal/front/e/8/e864efca-d7c8-4ec7-8cda-ba89f9df7722.jpg?1562557091,0
https://cards.scryfall.io/normal/front/0/1/01cc1a59-76bf-4721-b4a7-ef746f3d3990.jpg?1562549782,0
https://images.pokemontcg.io/bwp/BW52_hires.png,2
https://images.ygoprodeck.com/images/cards/63767246.jpg,1
https://images.ygoprodeck.com/images/cards/14505685.jpg,1
https://images.pokemontcg.io/sm6/50_hires.png,2
https://cards.scryfall.io/normal/front/9/e/9ef45cdc-2e1c-40c7-8978-b09a50f511fb.jpg?1562360475,0
https://images.ygoprodeck.com/images/cards/77642288.jpg,1
https://cards.scryfall.io/normal/front/d/1/d1debd18-070c-4e81-9462-65fab15d3373.jpg?1573505064,0
https://images.ygoprodeck.com/images/cards/65192027.jpg,1
https://cards.scryfall.io/normal/front/e/3/e3d4945b-59fc-47aa-8f41-41d5afdf5775.jpg?1675829091,0
https://images.pokemontcg.io/ecard2/80_hires.png,2
https://images.pokemontcg.io/sm7/147_hires.png,2
https://images.ygoprodeck.com/images/cards/1801154.jpg,1
https://images.ygoprodeck.com/images/cards/40005099.jpg,1
https://images.ygoprodeck.com/images/cards/53334471.jpg,1
https://images.pokemontcg.io/swsh12/202_hires.png,2
https://images.pokemontcg.io/xy1/104_hires.png,2
https://images.ygoprodeck.com/images/cards/35027493.jpg,1
https://images.pokemontcg.io/hgss1/88_hires.png,2
https://cards.scryfall.io/normal/front/9/3/932dff99-8cc1-4ce5-951c-974bd2632dd2.jpg?1673485368,0
https://images.ygoprodeck.com/images/cards/25518020.jpg,1
https://cards.scryfall.io/normal/front/0/d/0d836420-96a9-4041-9e17-8d65b1564ccb.jpg?1573511115,0
https://images.pokemontcg.io/bw8/135_hires.png,2
https://cards.scryfall.io/normal/front/7/b/7bd3a903-23e0-4b5a-9c7e-390d5ced8371.jpg?1594737394,0
https://cards.scryfall.io/normal/front/2/5/25bc7936-4c85-47d5-8ac4-094403bd5edb.jpg?1674674919,0
https://images.pokemontcg.io/swsh12/135_hires.png,2
https://cards.scryfall.io/normal/front/1/7/17057115-9163-4f91-b2b9-8387ea547c9d.jpg?1591319124,0
https://cards.scryfall.io/normal/front/b/c/bcf84ec7-a202-41fe-baa7-0b921bc67d1b.jpg?1689997790,0
https://images.pokemontcg.io/sm11/68_hires.png,2
https://images.ygoprodeck.com/images/cards/80193355.jpg,1
https://images.ygoprodeck.com/images/cards/26557451.jpg,1
https://cards.scryfall.io/normal/front/1/1/112c47e4-5ff8-4ea0-ac14-956e4b94119a.jpg?1593272615,0
https://images.ygoprodeck.com/images/cards/39019325.jpg,1
https://images.pokemontcg.io/xy5/31_hires.png,2
https://cards.scryfall.io/normal/front/e/e/ee4bd7d1-77e5-46e5-a594-c24469e88c4c.jpg?1559591603,0
https://images.pokemontcg.io/dp5/19_hires.png,2
https://cards.scryfall.io/normal/front/a/a/aabede8a-12f5-4b24-b4a4-a888702b20e5.jpg?1590117884,0
https://images.pokemontcg.io/pl1/45_hires.png,2
https://images.pokemontcg.io/swsh1/45_hires.png,2
https://cards.scryfall.io/normal/front/8/6/86a27d68-3e58-4ade-976d-36381beed451.jpg?1592364435,0
https://images.pokemontcg.io/sv2/107_hires.png,2
https://images.pokemontcg.io/xy7/9_hires.png,2
https://images.ygoprodeck.com/images/cards/63542003.jpg,1
https://images.ygoprodeck.com/images/cards/1683982.jpg,1
https://cards.scryfall.io/normal/front/6/7/67576adb-6942-4dd2-a4a3-25ddb2dc971f.jpg?1625980274,0
https://images.pokemontcg.io/bwp/BW72_hires.png,2
https://images.ygoprodeck.com/images/cards/33725271.jpg,1
https://images.ygoprodeck.com/images/cards/5329790.jpg,1
https://cards.scryfall.io/normal/front/c/5/c54a2256-673d-4d93-9e1d-7790bf254881.jpg?1673148665,0
https://images.pokemontcg.io/swsh35/32_hires.png,2
https://images.pokemontcg.io/swsh3/68_hires.png,2
https://cards.scryfall.io/normal/front/4/f/4fcfd873-da1f-4f0b-a41d-54f383ec1724.jpg?1668111148,0
https://images.ygoprodeck.com/images/cards/14261867.jpg,1
https://cards.scryfall.io/normal/front/8/e/8e632566-1f58-4439-983a-a25c06b7196c.jpg?1593272806,0
https://images.pokemontcg.io/xy12/47_hires.png,2
https://images.pokemontcg.io/base5/76_hires.png,2
https://images.ygoprodeck.com/images/cards/40267580.jpg,1
https://cards.scryfall.io/normal/front/d/5/d5328e78-65c5-46e8-8980-3075ece0fa99.jpg?1689975931,0
https://images.ygoprodeck.com/images/cards/1769875.jpg,1
https://images.ygoprodeck.com/images/cards/6459419.jpg,1
https://cards.scryfall.io/normal/front/1/b/1b3d34d2-d060-4690-aa67-af41117e7333.jpg?1562732104,0
https://images.pokemontcg.io/bwp/BW24_hires.png,2
https://images.ygoprodeck.com/images/cards/69540484.jpg,1
https://images.ygoprodeck.com/images/cards/300203002.jpg,1
https://images.ygoprodeck.com/images/cards/35871958.jpg,1
https://cards.scryfall.io/normal/front/2/8/28f6e33d-9258-4bad-8f39-31afff272415.jpg?1593813279,0
https://images.pokemontcg.io/swsh10/61_hires.png,2
https://images.ygoprodeck.com/images/cards/36046926.jpg,1
https://images.ygoprodeck.com/images/cards/88643579.jpg,1
https://images.pokemontcg.io/bw4/66_hires.png,2
https://images.pokemontcg.io/ex5/76_hires.png,2
https://cards.scryfall.io/normal/front/6/b/6b086186-5fbf-4ba7-af0d-ee3ad61d27bb.jpg?1562914860,0
https://images.pokemontcg.io/swsh3/1_hires.png,2
https://cards.scryfall.io/normal/front/5/d/5d079dc3-7268-4bac-a1bc-6533efe517ab.jpg?1559593257,0
https://images.pokemontcg.io/xyp/XY42_hires.png,2
https://cards.scryfall.io/normal/front/c/8/c818547c-a6f6-4c69-9e4d-33741e605093.jpg?1682712587,0
https://images.ygoprodeck.com/images/cards/45033006.jpg,1
https://cards.scryfall.io/normal/front/9/5/95083e1d-faf5-40e4-9be5-909cd01cc2b5.jpg?1674422289,0
https://images.pokemontcg.io/swsh12pt5gg/GG59_hires.png,2
https://cards.scryfall.io/normal/front/8/f/8f0f8ef0-3bcf-438e-8f3e-b1cb6bc56df9.jpg?1573505330,0
https://images.ygoprodeck.com/images/cards/49249907.jpg,1
https://images.ygoprodeck.com/images/cards/96598015.jpg,1
https://images.pokemontcg.io/cel25/12_hires.png,2
https://cards.scryfall.io/normal/front/1/0/10ea3e92-0ace-4b98-9174-45516804fc30.jpg?1648843155,0
https://images.pokemontcg.io/ex11/97_hires.png,2
https://images.ygoprodeck.com/images/cards/32240937.jpg,1
https://images.ygoprodeck.com/images/cards/21368273.jpg,1
https://images.ygoprodeck.com/images/cards/57450198.jpg,1
https://images.pokemontcg.io/sm11/188_hires.png,2
https://images.pokemontcg.io/sm12/128_hires.png,2
https://cards.scryfall.io/normal/front/0/0/008e066b-ca19-4c86-9865-d0d2662c0e50.jpg?1629920450,0
https://cards.scryfall.io/normal/front/2/3/23464d53-fa76-40e2-84c3-b6d6cc729be4.jpg?1598177954,0
https://images.pokemontcg.io/swshp/SWSH118_hires.png,2
https://images.pokemontcg.io/bw7/87_hires.png,2
https://images.pokemontcg.io/bw5/101_hires.png,2
https://cards.scryfall.io/normal/front/3/1/31e1c45c-eb7b-4ae6-9dd2-e65d9ef00686.jpg?1677541923,0
https://images.pokemontcg.io/sm12/71_hires.png,2
https://images.ygoprodeck.com/images/cards/71341529.jpg,1
https://images.ygoprodeck.com/images/cards/41753322.jpg,1
https://cards.scryfall.io/normal/front/2/7/27f8ed5d-a63f-4e8f-8f1a-10bde4fea710.jpg?1562392695,0
https://cards.scryfall.io/normal/front/7/b/7b27aef5-ef57-4209-9ff3-511828fbc3d7.jpg?1629918978,0
https://images.pokemontcg.io/sm4/80_hires.png,2
https://cards.scryfall.io/normal/front/8/8/881c554e-2324-41e2-89f1-db9f4017bc31.jpg?1593095595,0
https://images.pokemontcg.io/sm10/191_hires.png,2
https://images.ygoprodeck.com/images/cards/90660762.jpg,1
https://images.ygoprodeck.com/images/cards/41165831.jpg,1
https://images.ygoprodeck.com/images/cards/35561352.jpg,1
https://cards.scryfall.io/normal/front/7/6/763ac4c4-af2d-4b71-9fb3-244c96f93860.jpg?1562788742,0
https://images.ygoprodeck.com/images/cards/5998840.jpg,1
https://images.pokemontcg.io/xy1/126_hires.png,2
https://images.pokemontcg.io/swsh3/51_hires.png,2
https://cards.scryfall.io/normal/front/8/7/87c39e21-3e2f-4cbf-9f99-69e977924a73.jpg?1598914841,0
https://cards.scryfall.io/normal/front/9/5/95c1557e-68dd-46be-9b1e-0a65e04fe739.jpg?1681910530,0
https://images.pokemontcg.io/mcd11/10_hires.png,2
https://images.ygoprodeck.com/images/cards/48372950.jpg,1
https://images.ygoprodeck.com/images/cards/41933425.jpg,1
https://images.pokemontcg.io/pop8/9_hires.png,2
https://images.ygoprodeck.com/images/cards/30334522.jpg,1
https://cards.scryfall.io/normal/front/1/b/1b65f96b-019b-40a9-9b4d-acd4abf4a0f9.jpg?1562901457,0
https://cards.scryfall.io/normal/front/7/b/7bea6dea-d767-4092-a285-305d9997357a.jpg?1598916196,0
https://cards.scryfall.io/normal/front/9/6/9693e59b-032d-4ddc-a7d1-88a0f52dcc6c.jpg?1676913841,0
https://images.ygoprodeck.com/images/cards/96287685.jpg,1
https://images.pokemontcg.io/swsh5/23_hires.png,2
https://images.ygoprodeck.com/images/cards/76812113.jpg,1
https://images.ygoprodeck.com/images/cards/11747708.jpg,1
https://images.pokemontcg.io/ecard1/121_hires.png,2
https://images.ygoprodeck.com/images/cards/48737767.jpg,1
https://cards.scryfall.io/normal/front/7/a/7a0275af-708d-4c43-b226-c88cb9a8054c.jpg?1674379372,0
https://images.ygoprodeck.com/images/cards/88836438.jpg,1
https://cards.scryfall.io/normal/front/c/4/c469b909-7032-4a65-ac6f-e33eb41bbb59.jpg?1573509258,0
https://images.ygoprodeck.com/images/cards/67754901.jpg,1
https://cards.scryfall.io/normal/front/5/c/5c7cc2c2-f4aa-4367-9f4a-96b9a74d4359.jpg?1541002796,0
https://cards.scryfall.io/normal/front/e/8/e8e4b631-7374-4503-aa66-2a45a41972d3.jpg?1562640115,0
https://images.ygoprodeck.com/images/cards/70903634.jpg,1
https://images.ygoprodeck.com/images/cards/40318957.jpg,1
https://images.pokemontcg.io/base5/75_hires.png,2
https://images.pokemontcg.io/sv3/193_hires.png,2
https://images.pokemontcg.io/neo1/68_hires.png,2
https://images.ygoprodeck.com/images/cards/73977033.jpg,1
https://images.pokemontcg.io/ex7/20_hires.png,2
https://images.pokemontcg.io/dp2/9_hires.png,2
